別じゃない,べつじゃない,4064,14,44
そもそも,そもそも,23220,2,2
なんで,なんで,23220,2,2
目,め,4064,8,10
逸らそう,そらそう,23220,9,9
のだろう,のだろう,23220,4,4
いう,いう,4064,9,9
もの,もの,23220,8,12
さすが,さすが,23220,2,2
鍵,かぎ,23220,8,10
閉まって,しまって,23220,9,9
ようだ,ようだ,23220,4,4
負け,まけ,23220,8,10
犬,いぬ,23220,8,10
ぐ,ぐ,23220,8,10
すん,すん,23220,8,16
大人しく,大人しく,23220,0,0
なった,なった,23220,12,35
負け犬,まけいぬ,36703,14,44
ぐすん,ぐすん,4064,14,44
そ,そ,23220,0,0
会社,かいしゃ,4064,8,10
情報,じょうほう,23220,8,10
三上,みかみ,23220,8,16
部長,ぶちょう,23220,8,10
使用,しよう,23220,8,17
漏洩,ろうえい,23220,8,17
しまう,しまう,23220,12,35
可能,かのう,23220,0,0
性,せい,23220,12,29
ある,ある,23220,9,9
そしたら,そしたら,39638,14,44
三上部長,みかみぶちょう,4064,14,44
使用して,しようして,4064,14,44
漏洩してしまう,ろうえいしてしまう,4064,14,44
可能性,かのうせい,4064,14,44
そう,そう,23220,6,8
軟禁,なんきん,23220,8,17
萌夢,もえゆめ,4064,14,44
軟禁部屋,なんきんへや,4064,14,44
こんな,こんな,4064,6,7
心,しん,23220,8,10
叫び声,さけびごえ,23220,8,10
当然,とうぜん,23220,2,2
会議,かいぎ,23220,8,17
室,しつ,23220,8,10
誰,だれ,23220,8,10
届く,とどく,23220,9,9
はず,はず,23220,4,4
会議室,かいぎしつ,4064,14,44
はい,はい,23220,7,7
って,って,23220,10,22
セキュリティ,せきゅりてぃ,23220,8,10
関して,かんして,23220,9,9
どちら,どちら,4064,6,6
うるさい,うるさい,23220,0,0
方,かた,23220,8,10
理由,りゆう,23220,8,10
多分,たぶん,23220,2,2
妹,いもうと,4064,8,10
せい,せい,23220,8,11
しれ,しれ,23220,9,9
かも,かも,23220,10,23
せいしれない,せいしれない,52382,14,44
メモ,めも,23220,8,17
全然,ぜんぜん,23220,2,2
違う,ちがう,23220,9,9
ねっ,ねっ,23220,9,9
席,せき,23220,8,10
つく,つく,23220,9,9
次の,つぎの,23220,1,1
案件,あんけん,23220,8,10
始めた,はじめた,23220,9,9
小さく,ちいさく,4064,0,0
笑い,わらい,23220,9,9
ながら,ながら,4064,10,23
答えた,こたえた,23220,9,9
声,こえ,23220,8,10
反応,はんのう,23220,8,17
しよう,しよう,23220,9,9
反応しようしない,はんのうしようしない,38107,14,44
目的,もくてき,23220,8,10
いつまでも,いつまでも,23220,2,2
わたし,わたし,23220,8,10
子供,こども,23220,8,10
扱い,あつかい,23220,8,10
子供扱い,こどもあつかい,4064,14,44
申し訳ない,もうしわけない,23220,0,0
どっち,どっち,23220,6,6
フォロー,ふぉろー,23220,8,17
しようがない,しようがない,23220,0,0
取り出した,とりだした,23220,9,9
名刺,めいし,23220,8,10
たしかに,たしかに,23220,0,0
聞いた,きいた,23220,9,9
ような,ような,23220,4,4
出版,しゅっぱん,23220,8,17
社,やしろ,23220,8,10
名前,なまえ,23220,8,10
あった,あった,23220,12,35
出版社,しゅっぱんやしろ,4064,14,44
翌日,よくじつ,23220,8,19
いえば,いえば,23220,9,9
とろろ,とろろ,23220,8,10
芋,いも,23220,8,10
思い出した,おもいだした,23220,9,9
とろろ芋,とろろいも,4064,14,44
非常に,ひじょうに,23220,0,0
甘えた,あまえた,23220,9,9
顔,かお,23220,8,10
笹尾,笹尾,23220,8,16
先輩,せんぱい,23220,8,10
頭,かしら,23220,8,10
思い浮かべて,おもいうかべて,23220,9,9
ようだった,ようだった,23220,4,4
笹尾先輩,笹尾せんぱい,4064,14,44
こっち,こっち,4064,6,6
映る,うつる,4064,9,9
絶対,ぜったい,4064,2,2
素敵だ,すてきだ,23220,0,0
朱美ちゃん,あけみちゃん,4064,14,44
行動,こうどう,23220,8,17
早,はや,23220,0,0
褒める,ほめる,23220,9,9
べきな,べきな,23220,4,4
とりあえず,とりあえず,23220,2,2
弊社,へいしゃ,4064,8,10
ネットワーク,ねっとわーく,23220,8,10
構成,こうせい,23220,8,17
変える,かえる,23220,9,9
場合,ばあい,4064,8,11
相談,そうだん,23220,8,17
早さ,はやさ,4064,14,44
ネットワーク構成,ねっとわーくこうせい,4064,14,44
相談して,そうだんして,44793,14,44
売り場,うりば,23220,8,10
面積,めんせき,23220,8,10
広い,ひろい,23220,0,0
ため,ため,23220,8,11
店,みせ,23220,8,10
来れば,来れば,23220,9,9
およそ,およそ,23220,2,2
何でも,なんでも,4064,2,2
揃って,そろって,23220,9,9
売り場面積,うりばめんせき,4064,14,44
ほんと,ほんと,4064,0,0
もぅ,もう,23220,8,10
～,～,23220,8,10
どうして,どうして,23220,6,8
笑顔,えがお,23220,8,10
なくて,なくて,23220,12,33
じゃ,じゃ,23220,3,3
なきゃ,なきゃ,23220,12,33
ダメな,だめな,23220,0,0
ほんともぅ～,ほんともう～,61802,14,44
南くんなくて,みなみくんなくて,31608,14,44
私なきゃ,わたしなきゃ,4064,14,44
知ら,しら,23220,9,9
そんなの,そんなの,4064,14,44
相手,あいて,23220,8,10
辺り,あたり,23220,8,10
全く,まったく,23220,2,2
だろう,だろう,23220,4,4
深層,しんそう,23220,8,10
学習,がくしゅう,23220,8,17
普及,ふきゅう,23220,8,17
した,した,23220,9,9
経緯,けいい,4064,8,17
基本,きほん,23220,8,10
作り,つくり,4064,8,10
部分,ぶぶん,23220,8,10
あり,あり,23220,9,9
そうだ,そうだ,23220,12,33
知らない,しらない,4064,14,44
深層学習,しんそうがくしゅう,4064,14,44
普及した,ふきゅうした,4064,14,44
基本的な,きほんてきな,4064,14,44
相変わらず,あいかわらず,23220,2,2
面白い,おもしろい,23220,0,0
言う,いう,23220,9,9
なぁ〜,なあ,23220,10,24
じゃー,じゃ,23220,3,3
いただき,いただき,23220,9,9
まーす,ます,23220,12,35
通常,つうじょう,23220,8,19
自宅,じたく,23220,8,10
ポート,ポート,4064,8,10
開放,かいほう,23220,8,17
ケース,けーす,4064,8,10
まず,まず,23220,2,2
言って,いって,23220,9,9
いい,いい,4064,0,0
開放する,かいほうする,4064,14,44
こんなに,こんなに,23220,6,8
真っ直ぐで,まっすぐで,4064,0,0
とっても,とっても,4064,2,2
的で,てきで,23220,12,34
行動的で,こうどうてきで,19584,14,44
教育,きょういく,23220,8,17
係,かかり,23220,8,10
実は,じつは,23220,2,2
めっちゃ,めっちゃ,4064,2,2
大変な,たいへんな,23220,0,0
ぞ,ぞ,23220,10,24
教育係,きょういくかかり,4064,14,44
やりとり,やりとり,23220,8,17
一理,いちり,23220,8,10
デモ,でも,23220,8,10
行う,おこなう,4064,9,9
今週,こんしゅう,23220,8,19
木曜日,もくようび,23220,8,19
あと,あと,23220,8,19
2,2,23220,8,18
日,にち,23220,12,31
準備,じゅんび,4064,8,17
行うの,おこなうの,48812,14,44
2日,2にち,669,14,44
会話,かいわ,23220,8,17
どうしても,どうしても,23220,2,2
彼,かれ,23220,8,10
なり,なり,23220,8,10
納得,なっとく,23220,8,17
納得できなかった,なっとくできなかった,2743,14,44
彼なり,かれなり,4064,14,44
圧倒,あっとう,23220,8,17
景観,けいかん,23220,8,10
羨ましい,羨ましい,23220,0,0
気持ち,きもち,4064,8,10
圧倒的な,あっとうてきな,4064,14,44
こんにちわ,こんにちわ,23220,8,10
アケミサン,アケミサン,23220,8,17
デ,デ,23220,8,17
シャシンヲトウロクシマス,シャシンヲトウロクシマス,23220,8,17
アケミサンデ,アケミサンデ,4064,14,44
堂々と,どうどうと,23220,0,0
存在,そんざい,23220,8,17
感,かん,23220,8,10
力強く,ちからづよく,23220,0,0
見た目,みため,23220,8,10
以上,いじょう,23220,12,29
オーラ,オーラ,23220,8,10
放って,はなって,23220,9,9
堂々とした,どうどうとした,16615,14,44
存在感,そんざいかん,41248,14,44
見た目以上,みためいじょう,4064,14,44
風,ふう,23220,8,10
返して,かえして,23220,9,9
ととと,ととと,23220,8,10
っと,っと,23220,10,21
階段,かいだん,4064,8,10
駆け,かけ,23220,9,9
下りる,おりる,4064,9,9
聞こえて,きこえて,23220,9,9
目の前,めのまえ,23220,8,10
可愛らしい,かわいらしい,4064,0,0
女の子,おんなのこ,23220,8,10
現れた,あらわれた,23220,9,9
聞こえてきた,きこえてきた,4064,14,44
お疲れさま,お疲れさま,23220,0,0
ハロー,はろー,23220,7,7
ドアヲセジョウシテ,ドアヲセジョウシテ,23220,8,17
大きく,おおきく,23220,0,0
飛ばし,とばし,23220,9,9
こう,こう,4064,6,8
笑い飛ばし,わらいとばし,42866,14,44
でも,でも,23220,5,5
仕事,しごと,23220,8,17
こなせる,こなせる,23220,9,9
不安だった,ふあんだった,23220,0,0
ただ,ただ,23220,2,2
逆の,ぎゃくの,4064,0,0
見方,みかた,23220,8,10
騙し,だまし,23220,9,9
騙しやすい,だましやすい,4064,14,44
相手ある,あいてある,24240,14,44
おそらく,おそらく,23220,2,2
技術,ぎじゅつ,23220,8,10
中身,なかみ,23220,8,10
だけ,だけ,23220,10,22
示した,しめした,23220,9,9
ところ,ところ,23220,8,11
うまく,うまく,4064,0,0
思え,おもえ,23220,9,9
ごめん,ごめん,23220,7,7
やっぱり,やっぱり,23220,2,2
却下,きゃっか,23220,8,17
なんでもない,なんでもない,23220,0,0
今,いま,23220,8,19
わかった,わかった,23220,9,9
今の,いまの,54433,14,44
アパート,あぱーと,4064,8,10
駅,えき,23220,8,10
見る,みる,23220,9,9
西,にし,23220,8,10
方角,ほうがく,23220,8,10
同じ,おなじ,23220,0,0
最寄,最寄,23220,8,10
言え,いえ,23220,9,9
やや,やや,23220,2,2
場所,ばしょ,4064,8,10
最寄駅,最寄えき,4064,14,44
本当に,ほんとうに,23220,0,0
何事,なにごと,23220,8,10
さらっと,さらっと,23220,2,2
３,３,23220,8,18
日間,にちかん,23220,12,31
しか,しか,23220,10,22
使え,つかえ,23220,9,9
なるべく,なるべく,23220,2,2
多く,おおく,23220,0,0
撮って,とって,23220,9,9
毎回,まいかい,4064,8,19
使う,つかう,23220,9,9
３日間,３にちかん,4064,14,44
使えない,つかえない,48016,14,44
Try：,Try：,23220,8,10
新しく,あたらしく,23220,0,0
挑戦,ちょうせん,23220,8,17
挑戦したい,ちょうせんしたい,4064,14,44
えっ,えっ,23220,7,7
兄,あに,23220,8,10
信用,しんよう,23220,8,17
こそ,こそ,23220,10,22
自ら,みずから,23220,2,2
出来,でき,23220,9,9
ドア,どあ,4064,8,10
唯一,ゆいいつ,23220,2,2
可能だった,かのうだった,23220,0,0
はずの,はずの,23220,4,4
さえ,さえ,23220,10,22
解除,かいじょ,23220,8,17
認証,にんしょう,23220,8,17
システム,しすてむ,23220,8,10
取り付けて,とりつけて,23220,9,9
しまった,しまった,23220,12,35
信用している,しんようしている,58049,14,44
制御すること出来ない,せいぎょすることできない,24202,14,44
制御可能だった,せいぎょかのうだった,4064,14,44
解除する,かいじょする,4064,14,44
出来ない,できない,64609,14,44
認証システム,にんしょうしすてむ,4064,14,44
抜かり,ぬかり,23220,9,9
なく,なく,23220,12,33
確実に,かくじつに,23220,0,0
修正,しゅうせい,23220,8,17
パッチ,ぱっち,23220,8,10
適用,てきよう,23220,8,17
よう,よう,23220,8,11
設計,せっけい,23220,8,17
のだった,のだった,23220,4,4
抜かりなく,ぬかりなく,4064,14,44
適用される,てきようされる,4064,14,44
修正パッチ,しゅうせいぱっち,4064,14,44
設計している,せっけいしている,51288,14,44
教えて,おしえて,23220,9,9
あげ,あげ,23220,9,9
よ〜,よ,23220,10,24
以前,いぜん,23220,8,19
すぎ,すぎ,23220,12,29
本当の,ほんとうの,23220,0,0
立川,たてかわ,23220,8,15
立川南,たてかわみなみ,4064,14,44
くすぐって,くすぐって,23220,9,9
あげよう,あげよう,23220,9,9
こらー,こら,23220,7,7
ー,ー,23220,8,17
あったら,あったら,23220,9,9
ちゃんと,ちゃんと,23220,2,2
報告,ほうこく,23220,8,17
なさい,なさい,23220,12,35
南ー何,みなみーなに,4064,14,44
報告しなさい,ほうこくしなさい,3995,14,44
女性,じょせい,23220,8,10
驚く,おどろく,23220,9,9
高い,たかい,23220,0,0
制止,せいし,23220,8,17
より,より,23220,10,23
照れて,てれて,23220,9,9
素振り,そぶり,23220,8,10
見せて,みせて,23220,9,9
いた,いた,23220,12,35
制止している,せいししている,4064,14,44
照れてる,てれてる,4064,14,44
つまり,つまり,23220,2,2
操作,そうさ,23220,8,17
悪い,わるい,4064,0,0
だったら,だったら,4064,3,3
起きる,おきる,4064,9,9
操作している,そうさしている,4064,14,44
ぐすんぐすん,ぐすんぐすん,4064,2,2
聴こえて,聴こえて,23220,9,9
どうやら,どうやら,23220,2,2
いつも,いつも,4064,2,2
弁当,べんとう,23220,8,10
既に,すでに,23220,2,2
売り,うり,23220,9,9
切れて,きれて,23220,9,9
お弁当,おべんとう,13005,14,44
らしい,らしい,23220,4,4
痛い,いたい,23220,0,0
理解,りかい,23220,8,17
できた,できた,23220,9,9
理解できた,りかいできた,1413,14,44
憧れ,憧れ,4064,8,16
かけて,かけて,23220,9,9
頃,ころ,4064,8,11
すっかり,すっかり,23220,2,2
真っ暗に,まっくらに,23220,0,0
なって,なって,23220,12,35
かけてきた,かけてきた,4064,14,44
やはり,やはり,23220,2,2
淡い,あわい,23220,0,0
期待,きたい,23220,8,17
無駄だった,むだだった,23220,0,0
エアコン,えあこん,23220,8,10
温度,おんど,23220,8,10
調整,ちょうせい,23220,8,17
音楽,おんがく,4064,8,10
ボリューム,ぼりゅーむ,23220,8,10
全部,ぜんぶ,23220,2,2
管理,かんり,23220,8,17
れて,れて,23220,12,35
正直,しょうじき,23220,2,2
なんか,なんか,23220,10,22
ずっと,ずっと,4064,2,2
革新,かくしん,23220,8,17
温度調整,おんどちょうせい,17458,14,44
革新的な,かくしんてきな,16822,14,44
管理されてて,かんりされてて,4064,14,44
今日,こんにち,23220,8,19
晩,ばん,23220,8,19
ごはん,ごはん,23220,8,10
カレー,かれー,23220,8,10
晩ごはん,ばんごはん,4064,14,44
考えたら,かんがえたら,23220,9,9
さっき,さっき,23220,8,10
まで,まで,4064,10,21
くよくよ,くよくよ,23220,2,2
た,た,23220,12,33
あほらしく,あほらしく,4064,0,0
してた,してた,4064,14,44
雨,う,23220,8,10
止む,やむ,23220,9,9
時間,じかん,23220,8,19
経って,たって,23220,9,9
しまい,しまい,23220,12,35
１５,１５,23220,8,18
時,じ,23220,12,31
予約,よやく,23220,8,17
入って,はいって,23220,9,9
ので,ので,23220,4,4
ひとまず,ひとまず,23220,2,2
出る,でる,23220,9,9
経ってしまい,たってしまい,19328,14,44
１５時,１５じ,6880,14,44
入っていた,はいっていた,33328,14,44
裏腹に,うらはらに,23220,0,0
なんだか,なんだか,23220,2,2
妙に,みょうに,23220,0,0
落ち着いて,おちついて,23220,9,9
大丈夫だ,だいじょうぶだ,23220,0,0
さん,さん,23220,12,29
大,おお,23220,11,25
好物,こうぶつ,23220,8,10
スピーカー,すぴーかー,23220,8,10
関係,かんけい,23220,8,17
萌夢さん,もえゆめさん,4064,14,44
大好物,おおこうぶつ,10165,14,44
AIスピーカー,AIすぴーかー,4064,14,44
ついてるの,ついてるの,55176,14,44
関係している,かんけいしている,47251,14,44
呆然と,ぼうぜんと,23220,0,0
え？,え？,23220,8,10
１,１,23220,8,18
昼,ひる,23220,8,19
休み,やすみ,23220,8,10
１４,１４,23220,8,18
近く,ちかく,23220,8,10
食堂,しょくどう,23220,8,10
へ,へ,23220,10,21
向かった,むかった,23220,9,9
１時間ほど,１じかんほど,22575,14,44
昼休み,ひるやすみ,4064,14,44
１４時,１４じ,4064,14,44
予約する,よやくする,20458,14,44
話して,はなして,23220,9,9
通じ,つうじ,23220,9,9
技術用語,ぎじゅつようご,49238,14,44
SOS,SOS,4064,8,14
求めて,もとめて,23220,9,9
はずな,はずな,23220,4,4
のに,のに,23220,4,4
んだろう,んだろう,23220,4,4
肝,きも,4064,8,10
据わって,すわって,23220,9,9
それとも,それとも,23220,5,5
単に,たんに,23220,2,2
性格,せいかく,4064,8,10
求めてる,もとめてる,15507,14,44
据わっているそれとも,すわっているそれとも,22692,14,44
ちなみに,ちなみに,23220,5,5
まだ,まだ,23220,2,2
ノート,のーと,23220,8,17
PC,PC,23220,8,14
睨めっこ,にらめっこ,23220,8,17
ノートPC,のーとPC,4064,14,44
終電,しゅうでん,4064,8,10
周り,まわり,23220,8,10
酔った,よった,23220,9,9
客,きゃく,23220,8,10
ばかり,ばかり,23220,10,22
改めて,あらためて,23220,2,2
毎日,まいにち,23220,8,19
疲れ,つかれ,23220,8,10
様,さま,23220,12,29
思って,おもって,23220,9,9
お疲れ様,おつかれさま,4064,14,44
余韻,よいん,23220,8,10
打ち消す,うちけす,4064,9,9
東海道,とうかいどう,23220,8,15
線,せん,23220,8,10
熱海,あたみ,23220,8,15
行き,いき,23220,12,29
電車,でんしゃ,23220,8,10
ホーム,ほーむ,23220,8,10
滑り,すべり,23220,9,9
込んで,こんで,23220,9,9
東海道線熱海行き,とうかいどうせんあたみいき,5626,14,44
言葉,ことば,23220,8,10
先行,せんこう,23220,8,17
がちだ,がちだ,23220,12,33
作った,つくった,23220,9,9
先行しがちだ,せんこうしがちだ,9123,14,44
２,２,23220,8,18
住める,すめる,23220,9,9
借りる,かりる,23220,9,9
中古,ちゅうこ,23220,8,10
買っちゃ,かっちゃ,23220,9,9
ほう,ほう,23220,8,11
安く,やすく,23220,0,0
父,ちち,23220,8,10
言い,いい,23220,9,9
出して,だして,23220,9,9
そこそこ,そこそこ,4064,2,2
手頃な,てごろな,4064,0,0
金額,きんがく,23220,8,10
物件,ぶっけん,23220,8,10
一括,いっかつ,23220,8,17
２人,２にん,4064,14,44
買っちゃった,かっちゃった,19354,14,44
安くない,やすくない,8599,14,44
言い出して,いいだして,26830,14,44
中古物件,ちゅうこぶっけん,4064,14,44
ああ,ああ,23220,7,7
ありがとう,ありがとう,4064,7,7
Keep,Keep,23220,8,14
:,:,23220,8,10
\,\,23220,13,41
笑わ,わらわ,23220,9,9
せる,せる,23220,12,35
Keep:朱美ちゃん,Keep:あけみちゃん,2373,14,44
限り,かぎり,23220,8,11
とんでもない,とんでもない,23220,0,0
イメージ,いめーじ,4064,8,17
意外に,いがいに,23220,0,0
しっかり,しっかり,4064,2,2
そうな,そうな,23220,12,33
妹さん,いもうとさん,4064,14,44
してそうな,してそうな,60653,14,44
認めて,みとめて,23220,9,9
もらえ,もらえ,23220,12,35
ず,ず,23220,4,4
一,一,23220,8,18
度,ど,23220,12,31
たり,たり,23220,8,10
成功,せいこう,23220,8,17
認めてもらえ,みとめてもらえ,13270,14,44
成功しなかった,せいこうしなかった,10352,14,44
一度,一ど,21618,14,44
そこら,そこら,23220,8,10
辺,へん,23220,8,10
気,き,4064,8,10
あげて,あげて,23220,9,9
ください,ください,23220,12,35
そこら辺,そこらへん,24238,14,44
無茶苦茶な,むちゃくちゃな,23220,0,0
である,である,23220,3,3
間違え,まちがえ,23220,9,9
一応,いちおう,23220,2,2
段取り,だんどり,23220,8,10
それなり,それなり,4064,8,10
決まって,きまって,23220,9,9
間違えなかった,まちがえなかった,11421,14,44
具体,ぐたい,23220,8,10
内容,ないよう,23220,8,10
何も,なにも,23220,2,2
んです,んです,23220,4,4
具体的な,ぐたいてきな,4064,14,44
決まってない,きまってない,4064,14,44
驚いて,おどろいて,23220,9,9
ついた,ついた,23220,9,9
とき,とき,23220,8,11
シャッター,しゃったー,4064,8,10
押さ,おさ,23220,9,9
夜,よる,23220,8,19
街並み,まちなみ,23220,8,10
よく,よく,4064,0,0
見え,みえ,23220,9,9
空,そら,23220,8,10
一面に,いちめんに,23220,0,0
無数の,むすうの,4064,0,0
星空,ほしぞら,23220,8,10
輝いて,かがやいて,23220,9,9
見えない,みえない,1334,14,44
大嫌い,だいきらい,23220,0,0
どきっと,どきっと,4064,2,2
とって,とって,23220,9,9
最大の,さいだいの,23220,0,0
ウィークポイント,ウィークポイント,23220,8,17
ウィークポイントしれない,ウィークポイントしれない,39902,14,44
綺麗な,きれいな,23220,0,0
ひょっとして,ひょっとして,23220,2,2
泣いて,ないて,23220,9,9
利か,きか,23220,9,9
なっちゃ,なっちゃ,23220,12,35
買い物,かいもの,23220,8,17
買い物している,かいものしている,39605,14,44
かしゃ,かしゃ,23220,8,10
だって,だって,23220,10,22
こういう,こういう,23220,6,7
人間,にんげん,23220,8,10
あまり,あまり,23220,2,2
書く,かく,23220,9,9
得意な,とくいな,23220,0,0
こういうの,こういうの,41379,14,44
書くの,かくの,4064,14,44
方ない,ほうない,64763,14,44
とても,とても,23220,2,2
ら,ら,23220,12,29
センサー,せんさー,23220,8,10
全,ぜん,23220,11,25
てこ,てこ,51764,8,10
接続,せつぞく,23220,8,17
これら,これら,4064,14,44
全てこ,ぜんてこ,4064,14,44
接続されている,せつぞくされている,4064,14,44
大丈夫,だいじょうぶ,23220,0,0
暖かい,あたたかい,23220,0,0
いわゆる,いわゆる,23220,1,1
脆弱,ぜいじゃく,23220,0,0
見つけた,みつけた,4064,9,9
脆弱性,ぜいじゃくせい,4064,14,44
やられて,やられて,23220,9,9
ばかりで,ばかりで,23220,4,4
いけない,いけない,23220,0,0
もん,もん,23220,8,12
やられてる,やられてる,51983,14,44
言ってる,いってる,4064,14,44
先週,せんしゅう,23220,8,19
情けない,なさけない,4064,0,0
綺麗,きれい,23220,0,0
言える,いえる,23220,9,9
後ろ,うしろ,23220,8,10
向いて,むいて,23220,9,9
い,い,23220,12,35
られ,られ,23220,12,35
欲しい,ほしい,23220,0,0
わたし朱美さん,わたしあけみさん,18281,14,44
帰ろ,かえろ,23220,9,9
っ,っ,23220,12,35
そんなに,そんなに,23220,6,8
自信,じしん,23220,8,10
勿体,もったい,23220,8,10
な〜って,なって,23220,12,35
朱美ちゃんて,あけみちゃんて,64653,14,44
